word,x_values,y_values
-5.5825453,-5.5825453,8.6934395
22.658737,22.658737,-9.788893
15.303305,15.303305,-0.8322036
1.0115421,1.0115421,-2.003745
12.916752,12.916752,6.196177
19.214703,19.214703,-2.8757582
20.396206,20.396206,7.6008344
22.327345,22.327345,17.134003
24.964443,24.964443,-0.3452331
17.93397,17.93397,1.525045
12.256059,12.256059,26.814486
-12.593029,-12.593029,48.612213
22.283268,22.283268,-8.727311
2.9101434,2.9101434,7.96999
19.78219,19.78219,4.437991
9.681078,9.681078,0.04713768
10.118116,10.118116,-4.6247277
22.58373,22.58373,-9.72899
-3.5527823,-3.5527823,9.060414
17.73785,17.73785,2.5939188
12.03029,12.03029,-3.9045925
16.08911,16.08911,2.7154646
13.052084,13.052084,5.0869107
22.01392,22.01392,-4.317955
21.820717,21.820717,-1.9790951
14.694746,14.694746,6.0591745
12.999773,12.999773,-2.5700192
18.578497,18.578497,10.399488
18.177063,18.177063,3.0628865
14.6291275,14.6291275,0.48938885
26.29339,26.29339,-6.9762383
27.345055,27.345055,-3.921178
11.991237,11.991237,-14.71381
23.679281,23.679281,-10.717949
-2.0555234,-2.0555234,-0.56258243
9.622317,9.622317,4.937305
-18.534645,-18.534645,29.815023
25.24894,25.24894,-5.862484
16.460657,16.460657,-7.801078
16.086903,16.086903,13.3109045
19.246798,19.246798,-13.620397
-16.148825,-16.148825,33.13348
-0.15361686,-0.15361686,-6.708723
17.5276,17.5276,0.859756
12.0725355,12.0725355,-2.5889742
9.8660145,9.8660145,-0.95039415
2.5533466,2.5533466,-8.012469
21.511013,21.511013,1.7250415
17.894236,17.894236,-5.74506
-15.102296,-15.102296,22.824871
29.970999,29.970999,-1.6653098
18.430246,18.430246,-9.560597
1.6621721,1.6621721,12.837877
10.8157625,10.8157625,-1.8080466
15.958788,15.958788,14.298408
6.1934114,6.1934114,23.377542
11.234756,11.234756,3.005975
14.191595,14.191595,4.662017
10.22558,10.22558,-7.095486
16.789015,16.789015,-6.7606916
3.7786887,3.7786887,22.650368
24.075441,24.075441,-7.5459876
-31.110334,-31.110334,59.051006
15.13332,15.13332,4.8879685
22.504354,22.504354,12.994284
20.309826,20.309826,-0.72983897
20.577656,20.577656,0.07965667
-2.052735,-2.052735,41.349556
16.924522,16.924522,-1.1892912
2.3714387,2.3714387,8.747351
12.498616,12.498616,-1.0946727
5.718726,5.718726,9.9958725
7.566904,7.566904,5.5808578
18.034647,18.034647,-5.6124654
16.817316,16.817316,-9.876714
18.439856,18.439856,1.6564629
22.330505,22.330505,-2.263947
13.431827,13.431827,-8.129016
7.9851418,7.9851418,6.5185175
4.0515842,4.0515842,21.79874
0.32749885,0.32749885,12.190149
-10.586173,-10.586173,24.259912
16.260921,16.260921,7.075262
16.008163,16.008163,3.1717458
20.813646,20.813646,5.517975
15.582404,15.582404,10.010195
13.986362,13.986362,0.8334632
-7.255066,-7.255066,-1.8379741
-18.806864,-18.806864,36.118504
21.072453,21.072453,4.521441
28.424707,28.424707,-11.598084
-16.613354,-16.613354,40.61719
26.84896,26.84896,7.933559
21.717113,21.717113,-6.46201
21.571938,21.571938,-4.2557874
17.174301,17.174301,-6.217683
10.118419,10.118419,7.8342543
13.896429,13.896429,1.9697564
28.589302,28.589302,-13.740575
24.052197,24.052197,11.93399
16.56701,16.56701,8.01778
13.89841,13.89841,-3.828621
18.502218,18.502218,6.6929436
18.692717,18.692717,-11.372307
-4.5961285,-4.5961285,16.426523
18.15605,18.15605,-9.512056
13.676441,13.676441,3.2510154
11.176057,11.176057,10.558737
12.988811,12.988811,1.5686609
0.7184376,0.7184376,-4.4181213
8.791753,8.791753,-4.5413837
11.594898,11.594898,-3.4105837
16.978119,16.978119,7.023579
-16.264078,-16.264078,35.416756
10.0079155,10.0079155,-0.31889042
17.547928,17.547928,-2.510129
14.413105,14.413105,-6.462387
10.99179,10.99179,5.679937
-8.8080435,-8.8080435,40.09298
-5.351932,-5.351932,52.293293
17.59629,17.59629,-9.279737
4.1562595,4.1562595,1.384191
17.85018,17.85018,-3.932794
14.870855,14.870855,0.7328688
16.905537,16.905537,-0.15604901
20.32341,20.32341,2.585984
17.250412,17.250412,4.2449164
14.425051,14.425051,-2.904246
25.512342,25.512342,17.840204
15.092486,15.092486,1.7515061
14.475689,14.475689,11.0917225
7.9302588,7.9302588,-4.0028515
12.293618,12.293618,2.5398383
10.563215,10.563215,-9.827971
17.25333,17.25333,-0.3388495
4.8957047,4.8957047,4.718585
19.055323,19.055323,-1.6367886
12.186306,12.186306,7.6598353
21.041304,21.041304,-9.452389
23.305107,23.305107,-6.6346354
10.10823,10.10823,-6.914677
19.797855,19.797855,-0.99900097
11.2694,11.2694,-0.59388113
13.565164,13.565164,-6.2185526
25.915627,25.915627,-12.253524
13.555741,13.555741,-6.903775
26.53468,26.53468,7.6014347
27.200373,27.200373,-7.7805095
18.991888,18.991888,2.1355631
17.64459,17.64459,15.080894
13.268975,13.268975,-2.6046867
18.618275,18.618275,-7.2871013
19.611156,19.611156,8.67573
15.562019,15.562019,3.08713
14.71814,14.71814,-7.1412854
21.625391,21.625391,1.5743585
5.667258,5.667258,6.0573134
16.009762,16.009762,-6.4986753
18.54503,18.54503,4.6606703
18.678576,18.678576,-8.583058
17.587454,17.587454,-3.1647933
10.744221,10.744221,0.22637495
11.374239,11.374239,0.18639724
23.195934,23.195934,10.529515
18.04525,18.04525,-2.4786096
-5.768425,-5.768425,24.211979
6.7037153,6.7037153,0.04892136
-23.282549,-23.282549,46.827766
12.291234,12.291234,-4.3141627
12.1097,12.1097,-2.5715806
7.1170435,7.1170435,2.1585376
-2.382135,-2.382135,-4.270635
17.836876,17.836876,10.263015
-5.756258,-5.756258,43.29521
6.290563,6.290563,2.7474785
17.776163,17.776163,0.45883772
18.244986,18.244986,0.76507276
14.351718,14.351718,0.24535914
13.618536,13.618536,4.0953064
15.502162,15.502162,2.8851109
3.1532032,3.1532032,3.2691164
12.159583,12.159583,3.3548608
-7.9027762,-7.9027762,46.263783
10.57502,10.57502,-0.15218796
10.22006,10.22006,-1.091056
12.243487,12.243487,10.507703
3.4648895,3.4648895,2.9987879
22.238724,22.238724,-6.939398
12.924153,12.924153,-3.0821052
-12.352102,-12.352102,30.858656
19.72524,19.72524,-1.9353036
19.62177,19.62177,0.9252744
14.519168,14.519168,-2.591896
9.689903,9.689903,4.2389536
12.052798,12.052798,1.137582
15.878353,15.878353,5.3884172
5.4009323,5.4009323,17.756994
11.821754,11.821754,9.38378
21.130236,21.130236,13.362892
13.833528,13.833528,10.815883
20.017971,20.017971,-0.9999095
10.449161,10.449161,4.5955057
14.917029,14.917029,7.006729
10.729786,10.729786,-4.2316575
10.227826,10.227826,-2.7920094
13.603025,13.603025,9.639469
22.536718,22.536718,1.0612824
20.769518,20.769518,1.4261435
17.146255,17.146255,6.0099273
13.800263,13.800263,14.102899
14.584108,14.584108,10.874432
13.407888,13.407888,-6.134673
10.562985,10.562985,0.30749637
17.196936,17.196936,4.1223207
14.955183,14.955183,10.086334
6.898262,6.898262,-2.403358
3.263901,3.263901,4.7940793
10.407373,10.407373,13.365812
11.991202,11.991202,-0.6647325
8.124383,8.124383,36.64078
-3.5732908,-3.5732908,16.089205
14.600971,14.600971,5.869312
20.606216,20.606216,8.906755
9.993446,9.993446,-5.617664
0.71115845,0.71115845,-6.5349607
3.9281795,3.9281795,-0.4743906
21.539833,21.539833,-5.237365
18.131952,18.131952,0.42865258
21.317657,21.317657,-2.6436677
19.925917,19.925917,-5.483274
21.150154,21.150154,5.1415067
22.023016,22.023016,-1.2416219
14.368963,14.368963,4.938259
13.92597,13.92597,0.40061843
3.846814,3.846814,3.7624397
18.711704,18.711704,-3.5137813
12.39762,12.39762,4.6962304
-3.9476037,-3.9476037,12.261389
25.44169,25.44169,-2.1096451
12.592163,12.592163,5.578221
14.282277,14.282277,-1.0528585
17.5747,17.5747,6.5565896
15.909442,15.909442,2.3274376
-0.5646196,-0.5646196,17.409662
-9.93474,-9.93474,28.568546
14.203922,14.203922,4.0392013
7.8204136,7.8204136,-2.8651202
15.402362,15.402362,-8.993745
-18.293549,-18.293549,33.075195
7.2384667,7.2384667,25.66119
13.80387,13.80387,-7.6124845
7.6673346,7.6673346,-1.4673326
4.3717513,4.3717513,0.183575
25.813093,25.813093,-3.6104925
10.043341,10.043341,14.473723
9.836338,9.836338,-3.7087529
8.723663,8.723663,2.8493612
21.07662,21.07662,-1.8468553
13.392412,13.392412,-5.026859
17.902395,17.902395,-5.41876
11.617908,11.617908,-5.836076
1.9109881,1.9109881,-3.6703165
10.069688,10.069688,-4.2653613
14.936065,14.936065,11.74205
14.87578,14.87578,-2.685895
9.205021,9.205021,4.011704
14.47154,14.47154,1.8433708
15.400547,15.400547,0.38797554
8.726882,8.726882,1.6717961
-0.988353,-0.988353,1.9072962
19.483591,19.483591,15.311709
19.649708,19.649708,-7.563484
22.209202,22.209202,-5.709239
-11.074314,-11.074314,39.669167
21.866186,21.866186,-3.398701
13.830051,13.830051,17.296246
22.138227,22.138227,3.1121464
-1.501714,-1.501714,-1.5059428
4.2399163,4.2399163,0.60989195
22.791368,22.791368,-1.1374567
18.586681,18.586681,3.1878722
16.277178,16.277178,-5.0854154
9.131207,9.131207,-1.6022495
-12.392798,-12.392798,52.711636
20.9462,20.9462,3.011909
8.01487,8.01487,3.3547893
21.113842,21.113842,11.706772
9.248626,9.248626,15.112636
21.513287,21.513287,5.773763
9.035632,9.035632,0.6892064
12.90832,12.90832,-4.112116
12.951156,12.951156,-0.7382086
21.344763,21.344763,4.7018714
16.789995,16.789995,13.217045
10.483305,10.483305,25.011753
-4.261791,-4.261791,-0.3299684
10.514631,10.514631,9.905546
12.988697,12.988697,16.141691
6.32606,6.32606,-2.534191
19.946985,19.946985,-5.3003488
-3.0483403,-3.0483403,-0.9747678
-3.6911187,-3.6911187,-1.7842388
-9.041157,-9.041157,2.5972474
18.861557,18.861557,-2.979461
14.400741,14.400741,1.1337547
6.065123,6.065123,-1.5673201
11.52649,11.52649,-3.5180876
7.5039253,7.5039253,2.1701863
15.423465,15.423465,4.6363945
7.5177145,7.5177145,1.6022726
13.462204,13.462204,3.731104
16.613897,16.613897,-4.4458175
10.474124,10.474124,-2.2824152
20.11726,20.11726,3.1817243
0.2514167,0.2514167,15.279279
11.226908,11.226908,11.235628
1.5086544,1.5086544,-3.1819415
19.464735,19.464735,-3.1555765
19.806486,19.806486,-4.22305
12.951294,12.951294,-1.9260954
8.700816,8.700816,1.1158905
9.692255,9.692255,-1.4610677
21.228775,21.228775,3.90224
0.1120189,0.1120189,-5.8349223
11.255419,11.255419,2.9804885
5.34931,5.34931,-1.5447419
0.89966846,0.89966846,3.642863
21.734283,21.734283,6.7439156
17.452631,17.452631,-0.83834326
3.9560413,3.9560413,0.38726893
15.411988,15.411988,7.240653
12.593913,12.593913,-1.0895824
18.738777,18.738777,-5.3521605
16.71322,16.71322,10.127249
10.629553,10.629553,-1.0596681
11.090125,11.090125,4.4846916
-0.4824696,-0.4824696,12.939116
16.146946,16.146946,10.970632
0.2950074,0.2950074,23.613527
0.96830827,0.96830827,-1.3484893
-7.1982417,-7.1982417,0.6998025
15.312325,15.312325,0.6268768
19.60805,19.60805,5.2722654
15.583869,15.583869,6.1931305
17.087004,17.087004,5.496195
11.242598,11.242598,-0.5942052
11.246375,11.246375,-1.1425793
7.681963,7.681963,11.059907
10.387787,10.387787,0.80103415
6.5154095,6.5154095,1.8982148
16.077755,16.077755,-1.8891156
10.303066,10.303066,0.89697534
-11.549246,-11.549246,30.144577
12.38542,12.38542,-3.8289273
10.305307,10.305307,-4.5671306
9.459668,9.459668,5.1879015
10.559476,10.559476,-0.08870424
0.65464365,0.65464365,-1.0616711
16.180304,16.180304,5.371891
16.994352,16.994352,1.0381529
11.462492,11.462492,-5.887998
9.546836,9.546836,-2.6979754
-8.843892,-8.843892,11.244053
-6.4179993,-6.4179993,18.509302
2.5146945,2.5146945,5.552749
11.72087,11.72087,-4.1141124
17.43362,17.43362,-2.3618078
13.573291,13.573291,-3.0942702
10.961454,10.961454,-1.5612359
0.40915817,0.40915817,6.70425
-10.198201,-10.198201,37.713947
10.347269,10.347269,7.861442
12.714465,12.714465,10.442846
10.962436,10.962436,-1.3162917
9.608635,9.608635,-4.6959324
11.941478,11.941478,-6.1387057
14.742383,14.742383,2.3048582
11.682306,11.682306,-2.9632797
11.460329,11.460329,0.007680107
9.046341,9.046341,-3.5253806
10.671039,10.671039,1.3849721
22.204138,22.204138,2.5266318
10.8709345,10.8709345,-4.310121
16.808556,16.808556,2.1523497
18.585693,18.585693,4.441628
8.655168,8.655168,2.721759
-5.8083296,-5.8083296,12.621532
7.365123,7.365123,-1.8373148
17.46769,17.46769,5.9812007
11.254135,11.254135,-0.008962815
9.3474655,9.3474655,1.7835448
11.894426,11.894426,6.1255536
19.730953,19.730953,-1.0259423
17.027288,17.027288,-6.5363784
5.887606,5.887606,3.1931014
11.162757,11.162757,2.1708627
9.286758,9.286758,3.1834714
8.897132,8.897132,-6.405396
-4.888512,-4.888512,12.756121
17.249508,17.249508,4.7165217
4.317531,4.317531,5.844413
16.39353,16.39353,0.14710504
-13.894565,-13.894565,46.482777
13.878563,13.878563,-2.6863093
16.699383,16.699383,2.9092145
8.015652,8.015652,4.346603
5.93369,5.93369,-2.2470517
6.2647433,6.2647433,-3.6037228
16.887922,16.887922,5.451181
11.360909,11.360909,13.469197
13.0146265,13.0146265,6.6479907
12.333213,12.333213,-1.3160999
10.070737,10.070737,1.1465192
12.245137,12.245137,-7.278389
-0.54494905,-0.54494905,0.9450448
10.0745945,10.0745945,6.715703
16.769968,16.769968,3.2871065
7.1929407,7.1929407,0.36060414
19.894108,19.894108,-4.2139816
6.7460012,6.7460012,-0.55719995
14.835267,14.835267,2.074108
-3.757398,-3.757398,20.029888
7.440005,7.440005,8.419493
18.591516,18.591516,1.9735153
8.544126,8.544126,7.2435493
15.797655,15.797655,2.8482487
16.848522,16.848522,-6.002237
13.847864,13.847864,4.545563
8.542646,8.542646,-4.0265627
11.885724,11.885724,11.096191
14.268996,14.268996,-3.034937
8.734253,8.734253,11.838287
2.9171932,2.9171932,-2.9392357
9.426683,9.426683,-2.42682
15.298618,15.298618,2.9996567
3.3776743,3.3776743,8.26541
11.557321,11.557321,10.350766
6.4752417,6.4752417,2.2482104
12.884469,12.884469,3.6161022
7.742045,7.742045,1.3158007
2.0228167,2.0228167,2.9569788
16.988379,16.988379,3.5342422
14.173724,14.173724,8.978583
15.745428,15.745428,11.31783
-7.486151,-7.486151,-0.73006666
7.6727357,7.6727357,-1.8292089
6.6170607,6.6170607,8.219106
15.232915,15.232915,0.36422065
3.6548152,3.6548152,1.9140404
12.740597,12.740597,21.038296
10.041204,10.041204,-3.2649267
6.7730083,6.7730083,6.4675126
8.230688,8.230688,4.3580365
8.642593,8.642593,-2.8545399
6.452761,6.452761,2.6696606
-1.5557137,-1.5557137,1.5154393
13.253917,13.253917,1.3012795
8.50868,8.50868,6.3950963
9.216457,9.216457,-1.8595285
7.7309346,7.7309346,-5.3401694
10.64474,10.64474,-1.6305918
9.076365,9.076365,-2.9260957
12.973838,12.973838,-6.577689
11.235635,11.235635,0.06704688
0.99705344,0.99705344,16.375803
7.6502757,7.6502757,-4.0800366
10.979395,10.979395,11.992337
9.6411,9.6411,-2.247335
13.735075,13.735075,-0.62557626
7.062875,7.062875,7.872133
6.5111084,6.5111084,0.18395214
10.483815,10.483815,-1.4549928
11.834854,11.834854,2.8315763
-11.873262,-11.873262,36.858036
4.074927,4.074927,12.55132
12.171809,12.171809,-4.3791084
-6.2156544,-6.2156544,16.059645
12.158099,12.158099,-4.243917
10.836178,10.836178,-1.0862435
